,catapro,dlkcat,mmkcat,turnup,unikp,CatPred
r_0083_ENZ_YDR017C,0.0,0.0,0.0,0.0,0.0,0.0
r_0084_ENZ_YER183C,0.0,0.0,0.0,0.0,0.0,0.0
r_0085_ENZ_YER091C,0.0,0.0,0.0,0.0,0.0,0.0
r_0086_ENZ_YJR024C,4.079907192128425e-05,7.487678982265322e-05,5.761000570281283e-05,0.0001171775235598,4.033906100375795e-05,5.31237091036155e-05
r_0087_ENZ_YPR118W_REV,0.0,0.0,0.0,0.0,0.0,0.0
r_0087_ENZ_YPR118W_FWD,4.079907192128425e-05,7.487678982265322e-05,5.761000570281283e-05,0.0001171775235598,4.033906100375795e-05,5.31237091036155e-05
r_0088_ENZ_YLR410W_REV,0.0,0.0,0.0,0.0,0.0,0.0
r_0088_ENZ_YLR410W_FWD,0.0,0.0,0.0,0.0,0.0,0.0
r_0089_ENZ_YLR410W_REV,0.0,0.0,0.0,0.0,0.0,0.0
r_0089_ENZ_YLR410W_FWD,0.0,0.0,0.0,0.0,0.0,0.0
r_0090_ENZ_YIL107C,0.0,0.0,0.0,0.0,0.0,0.0
r_0090_ENZ_YOL136C,0.0,0.0,0.0,0.0,0.0,0.0
r_0091_ENZ_YGR248W,0.975869677881958,0.0,8.250804497411664,14.81909128518572,0.0,7.44433580150076
r_0091_ENZ_YHR163W,0.0,10.73800237382062,0.0,0.0,0.9311430891925944,0.0
r_0092_ENZ_YLR410W,0.0,0.0,0.0,0.0,0.0,0.0
r_0092_ENZ_YOR163W,0.0,0.0,0.0,0.0,0.0,0.0
r_0093_ENZ_YDR017C,0.0,0.0,0.0,0.0,0.0,0.0
r_0094,0.0,0.0,0.0,0.0,0.0,0.0
r_0095_ENZ_YGR087C,0.0,0.0,0.0,0.0,0.0,0.0
r_0095_ENZ_YLR044C,0.0,0.0,0.0,0.0,0.0,0.0
r_0095_ENZ_YLR134W,0.0,0.0,0.0,0.0,0.0,0.0
r_0096_ENZ_YLR355C,0.1384155916394758,0.2540282088611008,0.1954486376326885,0.3975383626781229,0.1368549511563161,0.180228355189988
r_0097_ENZ_YCL009C_and_YMR108W,0.1384155916394758,0.0,0.0,0.0,0.0,0.0
r_0097_ENZ_YMR108W,0.0,0.2540282088611008,0.1954486376326885,0.3975383626781229,0.1368549511563161,0.180228355189988
r_0099_ENZ_YKL192C_REV,0.0,0.0,0.0,0.0,0.0,0.0
r_0099_ENZ_YKL192C_FWD,0.0,0.0,0.0,0.0,0.0,0.0
r_0100_ENZ_YIL160C,0.0,0.0,0.0,0.0,0.0,0.0
r_0101_ENZ_YIL160C,0.0,0.0,0.0,0.0,0.0,0.0
r_0102_ENZ_YIL160C,0.0,0.0,0.0,0.0,0.0,0.0
r_0103_ENZ_YPL028W_REV,0.0,0.0,0.0,0.0,0.0,0.0
r_0103_ENZ_YPL028W_FWD,0.0,0.0,0.0,0.0,0.0,0.0
r_0104_ENZ_YPL028W_REV,0.0,0.0,0.0,0.0,0.0,0.0
r_0104_ENZ_YPL028W_FWD,0.0475125780103893,0.0871978000989182,0.0670897586937669,0.1364591390691271,0.0469768720843153,0.0619282511989008
r_0105_ENZ_YIL160C,0.0,0.0,0.0,0.0,0.0,0.0
r_0106_ENZ_YIL160C,0.0,0.0,0.0,0.0,0.0,0.0
r_0107_ENZ_YIL160C,0.0,0.0,0.0,0.0,0.0,0.0
r_0108_ENZ_YMR207C,0.0,0.0,0.0,0.0,0.0,0.0
r_0109_ENZ_YDL141W_and_YNR016C,0.2542357973179989,0.4665880733240036,0.3589916398485536,0.7301813430325997,0.2513692800935787,0.331035680578417
r_0111_ENZ_YBL015W,0.0,0.0,0.0,0.0,0.0,0.0
r_0112_ENZ_YAL054C,0.3086095772616145,0.0,0.0,0.0,0.3051299938269695,0.0
r_0112_ENZ_YLR153C,0.0,0.5663779435581385,0.4357697042778818,0.8863462894477893,0.0,0.401834763316328
r_0113_ENZ_YAL054C,0.0,0.0,0.0,0.0,0.0,0.0
r_0114_ENZ_YLR153C,0.0,0.0,0.0,0.0,0.0,0.0
